10000,0.00475502,0.0161092,0.0113542
10000,0.00462985,0.00795187,0.00332202
10000,0.00460386,0.00797,0.00336614
10000,0.00471401,0.008008,0.00329399
10000,0.00475502,0.008016,0.00326098
10000,0.00458717,0.007706,0.00311883
10000,0.00461793,0.007852,0.00323407
10000,0.00465798,0.007898,0.00324002
10000,0.00476408,0.008046,0.00328192
10000,0.00472498,0.007998,0.00327302
20000,0.00868201,0.0109641,0.00228212
20000,0.00883198,0.0121479,0.00331589
20000,0.00878906,0.012065,0.00327594
20000,0.00865817,0.011886,0.00322783
20000,0.00853014,0.011684,0.00315386
20000,0.00913501,0.01247,0.00333499
20000,0.00864387,0.01188,0.00323613
20000,0.00871205,0.012013,0.00330095
20000,0.00878406,0.012024,0.00323994
20000,0.008533,0.011838,0.003305
30000,0.0129972,0.016307,0.00330985
30000,0.0132139,0.01654,0.00332613
30000,0.0128491,0.01613,0.00328091
30000,0.0126781,0.016004,0.00332585
30000,0.0127299,0.015948,0.00321812
30000,0.0126801,0.015915,0.00323495
30000,0.0128291,0.015996,0.00316693
30000,0.0128689,0.016282,0.00341312
30000,0.0126998,0.016084,0.00338416
30000,0.0128298,0.016055,0.00322522
40000,0.0168829,0.020108,0.0032251
40000,0.027982,0.031244,0.003262
40000,0.0272,0.030233,0.00303302
40000,0.0277929,0.030977,0.00318407
40000,0.0169671,0.02024,0.00327294
40000,0.0168211,0.019832,0.00301085
40000,0.0171649,0.020489,0.00332405
40000,0.0170598,0.020399,0.0033392
40000,0.0170422,0.020333,0.00329084
40000,0.0169461,0.020234,0.00328792
50000,0.020987,0.024252,0.00326497
50000,0.0213439,0.024639,0.00329505
50000,0.030777,0.033975,0.00319802
50000,0.0207479,0.023884,0.0031361
50000,0.0204582,0.02381,0.00335178
50000,0.0210519,0.024379,0.00332712
50000,0.021085,0.024459,0.00337398
50000,0.02108,0.024311,0.00323098
50000,0.0212181,0.024595,0.00337694
50000,0.0209272,0.024077,0.00314981
