0.0707721,53.2
0.13622,53.7
0.242949,53.7
0.339067,54.2
0.440914,54.2
0.537941,54.8
0.633654,54.8
0.738744,54.2
0.84087,54.8
0.959039,54.8
1.04938,54.8
1.14869,55.8
1.24225,55.3
1.34179,55.8
1.44165,55.8
1.53306,55.8
1.64095,55.8
1.73988,55.8
1.84092,55.8
1.93867,55.8
2.04198,56.4
2.14079,55.8
2.237,55.8
2.34113,56.4
2.44431,56.4
2.55635,55.8
2.64215,55.8
2.74397,55.8
2.83852,55.8
2.9408,55.8
3.05304,56.4
3.14955,56.4
3.23881,56.9
3.34666,56.9
3.45527,56.9
3.54276,56.9
3.63853,56.9
3.74275,56.9
3.83437,56.9
3.93993,56.9
4.04093,56.9
4.14258,56.9
4.2416,56.9
4.3365,56.4
4.44007,56.9
4.54541,56.9
4.63974,56.4
4.73429,56.9
4.83724,56.9
4.93701,56.9
5.03749,56.9
5.15093,56.9
5.25064,56.9
5.33591,56.9
5.44077,57.5
5.54126,56.9
5.63858,56.9
5.73374,57.5
5.83849,56.9
5.93814,56.9
6.03991,57.5
6.15414,57.5
6.24806,56.9
6.33928,56.9
6.43912,57.5
6.54214,57.5
6.64301,57.5
6.73255,57.5
6.84241,57.5
6.95506,58
7.04538,57.5
7.14954,58
7.2457,57.5
7.33407,58
7.44054,58
7.53935,58
7.63661,58
7.7392,56.9
7.84236,57.5
7.94248,57.5
8.03746,58
8.15539,58
8.24598,58
8.33744,58
8.43862,58
8.54478,58
8.64047,58
8.73589,57.5
8.83822,58
8.93865,58
9.03788,58
9.14474,58
9.24339,58.5
9.33803,58
9.44173,58.5
9.54136,58
9.63393,58
9.74148,58
9.83842,58
9.94205,58
10.0409,58
10.1293,58
10.2387,58
10.3387,58
10.4397,58
10.5435,58
10.6435,58
10.7495,58
10.835,58
10.9408,58.5
11.0404,58.5
11.1425,58.5
11.2469,58.5
11.3355,58
11.4387,58
11.5365,58
11.6404,58.5
11.7387,58.5
11.8373,58.5
11.9399,58
12.0386,58.5
12.1393,58.5
12.2544,58
12.3444,58.5
12.4477,58.5
12.5442,58.5
12.6391,58.5
12.7397,58.5
12.8369,59.1
12.9395,58.5
13.0394,59.1
13.1422,58
13.2397,59.1
13.3395,58.5
13.4387,58.5
13.5348,58.5
13.6386,59.1
13.7444,58
13.8383,59.1
13.9418,58.5
14.0476,58.5
14.1491,59.1
14.2533,59.1
14.3433,59.1
14.4399,58.5
14.543,59.1
14.6504,59.1
14.7461,58.5
14.8446,59.1
14.9424,59.1
15.0322,59.1
15.1386,59.1
15.2562,59.1
15.3454,59.1
15.4368,59.1
15.5363,59.1
15.6371,59.6
15.7389,59.1
15.8395,59.1
15.9387,59.1
16.0388,59.1
16.1351,59.1
16.2414,59.6
16.3412,59.1
16.4627,58.5
16.5466,59.1
16.6399,59.6
16.7418,59.1
16.8432,59.1
16.9417,59.6
17.0372,59.1
17.1378,59.1
17.2374,59.1
17.3393,59.1
17.439,59.6
17.5451,59.1
17.6431,60.1
17.7402,59.1
17.839,59.1
17.9605,58.5
18.0507,60.1
18.1433,59.1
18.2404,59.1
18.3368,59.1
18.4425,59.1
18.5387,59.1
18.6422,59.1
18.7425,59.1
18.8393,59.1
18.944,60.1
19.0369,59.1
19.1428,59.1
19.2409,59.6
19.3505,59.6
19.4597,60.1
19.5474,59.1
19.6415,60.1
19.7449,60.1
19.8511,59.6
19.935,59.1
20.0413,60.1
20.1433,60.1
20.2501,60.1
20.3475,60.1
20.4601,60.1
20.5378,60.1
20.636,60.1
20.7432,59.6
20.8389,60.1
20.9388,59.6
21.0423,60.1
21.1399,59.1
21.2338,60.1
21.3483,60.1
21.4442,60.1
21.5461,60.1
21.6415,60.1
21.74,59.6
21.8387,60.1
21.9377,60.1
22.0396,60.1
