10000,0.00472307,0.0164631,0.01174
10000,0.00463414,0.008121,0.00348686
10000,0.00457096,0.008076,0.00350504
10000,0.00462794,0.008074,0.00344606
10000,0.00468397,0.007134,0.00245003
10000,0.00457907,0.011666,0.00708693
10000,0.00503206,0.008611,0.00357894
10000,0.00467801,0.008134,0.00345599
10000,0.004565,0.007989,0.003424
10000,0.00456309,0.008019,0.00345591
20000,0.00847197,0.012466,0.00399403
20000,0.00877714,0.012215,0.00343786
20000,0.00871515,0.012201,0.00348585
20000,0.00873709,0.012475,0.00373791
20000,0.00845885,0.012334,0.00387515
20000,0.00862408,0.012151,0.00352692
20000,0.0087409,0.01251,0.0037691
20000,0.00867105,0.012474,0.00380295
20000,0.00847507,0.012294,0.00381893
20000,0.00866413,0.01241,0.00374587
30000,0.0205121,0.024546,0.0040339
30000,0.012799,0.01639,0.00359098
30000,0.012284,0.015755,0.00347096
30000,0.013062,0.016538,0.003476
30000,0.0130551,0.016606,0.00355091
30000,0.0125411,0.016136,0.00359494
30000,0.013026,0.016648,0.003622
30000,0.0129459,0.016555,0.00360911
30000,0.0125718,0.016033,0.00346119
30000,0.012605,0.016382,0.00377705
40000,0.0168989,0.020204,0.00330513
40000,0.0169961,0.020554,0.00355785
40000,0.0168779,0.020259,0.00338111
40000,0.016921,0.020484,0.00356296
40000,0.0168722,0.020327,0.00345483
40000,0.0169599,0.02049,0.00353009
40000,0.0168722,0.020436,0.00356383
40000,0.0169551,0.020613,0.00365786
40000,0.016978,0.02045,0.00347197
40000,0.01689,0.020397,0.00350695
50000,0.021081,0.024685,0.00360403
50000,0.0213349,0.024888,0.00355311
50000,0.0210981,0.024649,0.00355086
50000,0.02109,0.024601,0.00351097
50000,0.021014,0.024504,0.00349002
50000,0.0209742,0.024567,0.00359284
50000,0.0208828,0.024356,0.00347316
50000,0.021131,0.024725,0.00359396
50000,0.0210979,0.024609,0.0035111
50000,0.0211589,0.024701,0.00354207
